Vrid,act,basin,part,days_water
1128,trail,gunnison,Unchecked,
1131,trail,gunnison,Unchecked,
1132,trail,gunnison,Unchecked,
1135,trail,gunnison,Unchecked,
1136,trail,gunnison,Unchecked,
1145,trail,gunnison,Unchecked,
1147,trail,gunnison,Unchecked,
1153,trail,gunnison,Unchecked,
1160,trail,gunnison,Unchecked,
1163,trail,gunnison,Checked,3
1165,trail,gunnison,Unchecked,
1170,trail,gunnison,Unchecked,
1171,trail,gunnison,Unchecked,
1172,trail,gunnison,Unchecked,
1174,trail,gunnison,Unchecked,
1184,trail,gunnison,Unchecked,
1188,trail,gunnison,Unchecked,
1190,trail,gunnison,Unchecked,
1195,trail,gunnison,Unchecked,
1217,trail,gunnison,Unchecked,
1220,trail,gunnison,Unchecked,
1221,trail,gunnison,Unchecked,
1224,trail,gunnison,Unchecked,
1226,trail,gunnison,Unchecked,
1228,trail,gunnison,Unchecked,
1236,trail,gunnison,Unchecked,
1239,trail,gunnison,Unchecked,
1244,trail,gunnison,Unchecked,
1248,trail,gunnison,Unchecked,
1250,trail,gunnison,Unchecked,
1257,trail,gunnison,Unchecked,
1262,trail,gunnison,Unchecked,
1279,trail,gunnison,Unchecked,
1280,trail,gunnison,Unchecked,
1283,trail,gunnison,Unchecked,
1297,trail,gunnison,Unchecked,
1302,trail,gunnison,Unchecked,
1306,trail,gunnison,Unchecked,
1307,trail,gunnison,Unchecked,
1308,trail,gunnison,Unchecked,
1309,trail,gunnison,Unchecked,
1316,trail,gunnison,Checked,1
1320,trail,gunnison,Checked,5
1321,trail,gunnison,Unchecked,
1323,trail,gunnison,Unchecked,
1327,trail,gunnison,Unchecked,
1330,trail,gunnison,Unchecked,
1331,trail,gunnison,Unchecked,
1333,trail,gunnison,Unchecked,
1337,trail,gunnison,Unchecked,
1339,trail,gunnison,Checked,10
1340,trail,gunnison,Unchecked,
1345,trail,gunnison,Unchecked,
1351,trail,gunnison,Unchecked,
1353,trail,gunnison,Checked,10
1354,trail,gunnison,Unchecked,
1358,trail,gunnison,Unchecked,
1361,trail,gunnison,Unchecked,
1363,trail,gunnison,Checked,2
1370,trail,gunnison,Unchecked,
1371,trail,gunnison,Unchecked,
1375,trail,gunnison,Checked,
1377,trail,gunnison,Unchecked,
1381,trail,gunnison,Checked,1
1383,trail,gunnison,Unchecked,
1387,trail,gunnison,Unchecked,
1390,trail,gunnison,Unchecked,
1392,trail,gunnison,Unchecked,
1394,trail,gunnison,Unchecked,
1396,trail,gunnison,Checked,5
1411,trail,gunnison,Unchecked,
1414,trail,gunnison,Unchecked,
1418,trail,gunnison,Unchecked,
1423,trail,gunnison,Unchecked,
1426,trail,gunnison,Unchecked,
1429,trail,gunnison,Checked,1
1432,trail,gunnison,Unchecked,
1433,trail,gunnison,Checked,3
1439,trail,gunnison,Checked,3
1443,trail,gunnison,Unchecked,
1447,trail,gunnison,Checked,5
1450,trail,gunnison,Checked,1
1454,trail,gunnison,Unchecked,
1470,trail,gunnison,Checked,10
107,trail,metro,Checked,2
108,trail,metro,Unchecked,
110,trail,metro,Checked,0
113,trail,metro,Unchecked,
119,trail,metro,Unchecked,
127,trail,metro,Unchecked,
129,trail,metro,Unchecked,
131,trail,metro,Unchecked,
140,trail,metro,Checked,8
152,trail,metro,Unchecked,
157,trail,metro,Unchecked,
159,trail,metro,Unchecked,
161,trail,metro,Unchecked,
168,trail,metro,Unchecked,
169,trail,metro,Unchecked,
190,trail,metro,Checked,2
193,trail,metro,Unchecked,
203,trail,metro,Checked,4
213,trail,metro,Unchecked,
214,trail,metro,Checked,2
217,trail,metro,Checked,65
220,trail,metro,Checked,3
221,trail,metro,Unchecked,
228,trail,metro,Checked,2
232,trail,metro,Unchecked,
236,trail,metro,Checked,5
238,trail,metro,Checked,1
240,trail,metro,Unchecked,
242,trail,metro,Unchecked,
243,trail,metro,Checked,0
245,trail,metro,Unchecked,
246,trail,metro,Unchecked,
249,trail,metro,Unchecked,
252,trail,metro,Unchecked,
257,trail,metro,Unchecked,
262,trail,metro,Checked,5
267,trail,metro,Checked,70
270,trail,metro,Unchecked,
271,trail,metro,Checked,3
272,trail,metro,Checked,4
273,trail,metro,Unchecked,
275,trail,metro,Unchecked,
276,trail,metro,Unchecked,
279,trail,metro,Checked,1
289,trail,metro,Unchecked,
295,trail,metro,Checked,8
299,trail,metro,Unchecked,
304,trail,metro,Unchecked,
305,trail,metro,Unchecked,
306,trail,metro,Unchecked,
308,trail,metro,Unchecked,
309,trail,metro,Unchecked,
320,trail,metro,Unchecked,
331,trail,metro,Checked,20
334,trail,metro,Unchecked,
343,trail,metro,Unchecked,
347,trail,metro,Unchecked,
353,trail,metro,Unchecked,
357,trail,metro,Unchecked,
358,trail,metro,Unchecked,
361,trail,metro,Unchecked,
370,trail,metro,Unchecked,
382,trail,metro,Unchecked,
386,trail,metro,Unchecked,
388,trail,metro,Unchecked,
389,trail,metro,Unchecked,
393,trail,metro,Checked,8
394,trail,metro,Checked,3
406,trail,metro,Unchecked,
408,trail,metro,Unchecked,
411,trail,metro,Unchecked,
426,trail,metro,Unchecked,
430,trail,metro,Checked,0
438,trail,metro,Unchecked,
445,trail,metro,Unchecked,
447,trail,metro,Unchecked,
452,trail,metro,Unchecked,
464,trail,metro,Unchecked,
469,trail,metro,Checked,1
472,trail,metro,Unchecked,
484,trail,metro,Checked,8
485,trail,metro,Unchecked,
496,trail,metro,Unchecked,
499,trail,metro,Unchecked,
500,trail,metro,Unchecked,
508,trail,metro,Unchecked,
511,trail,metro,Unchecked,
512,trail,metro,Unchecked,
515,trail,metro,Checked,1
521,trail,metro,Unchecked,
529,trail,metro,Unchecked,
532,trail,metro,Unchecked,
549,trail,metro,Checked,5
551,trail,metro,Unchecked,
553,trail,metro,Checked,10
554,trail,metro,Unchecked,
555,trail,metro,Unchecked,
561,trail,metro,Unchecked,
564,trail,metro,Unchecked,
568,trail,metro,Checked,
574,trail,metro,Checked,2
579,trail,metro,Unchecked,
582,trail,metro,Unchecked,
583,trail,metro,Checked,2
587,trail,metro,Unchecked,
589,trail,metro,Unchecked,
590,trail,metro,Checked,3
591,trail,metro,Unchecked,
597,trail,metro,Unchecked,
604,trail,metro,Unchecked,
606,trail,metro,Unchecked,
616,trail,metro,Unchecked,
617,trail,metro,Unchecked,
618,trail,metro,Unchecked,
624,trail,metro,Checked,2
630,trail,metro,Unchecked,
631,trail,metro,Checked,2
632,trail,metro,Checked,2
633,trail,metro,Checked,70
634,trail,metro,Unchecked,
647,trail,metro,Unchecked,
651,trail,metro,Unchecked,
652,trail,metro,Unchecked,
654,trail,metro,Checked,4
655,trail,metro,Unchecked,
665,trail,metro,Unchecked,
666,trail,metro,Unchecked,
667,trail,metro,Unchecked,
669,trail,metro,Unchecked,
673,trail,metro,Checked,4
675,trail,metro,Unchecked,
676,trail,metro,Checked,1
682,trail,metro,Unchecked,
684,trail,metro,Checked,11
685,trail,metro,Unchecked,
692,trail,metro,Unchecked,
698,trail,metro,Checked,100
700,trail,metro,Checked,4
702,trail,metro,Unchecked,
704,trail,metro,Unchecked,
705,trail,metro,Checked,5
723,trail,metro,Unchecked,
725,trail,metro,Unchecked,
730,trail,metro,Unchecked,
731,trail,metro,Unchecked,
732,trail,metro,Unchecked,
737,trail,metro,Unchecked,
738,trail,metro,Checked,13
742,trail,metro,Unchecked,
745,trail,metro,Checked,6
746,trail,metro,Unchecked,
748,trail,metro,Unchecked,
756,trail,metro,Checked,1
757,trail,metro,Unchecked,
758,trail,metro,Unchecked,
761,trail,metro,Checked,10
763,trail,metro,Unchecked,
765,trail,metro,Checked,3
768,trail,metro,Unchecked,
790,trail,metro,Checked,20
794,trail,metro,Checked,365
798,trail,metro,Checked,1
801,trail,metro,Unchecked,
802,trail,metro,Unchecked,
807,trail,metro,Unchecked,
808,trail,metro,Unchecked,
809,trail,metro,Unchecked,
810,trail,metro,Unchecked,
811,trail,metro,Unchecked,
815,trail,metro,Unchecked,
831,trail,metro,Unchecked,
832,trail,metro,Unchecked,
834,trail,metro,Checked,0
837,trail,metro,Checked,1
851,trail,metro,Unchecked,
853,trail,metro,Unchecked,
856,trail,metro,Unchecked,
858,trail,metro,Checked,1
861,trail,metro,Unchecked,
873,trail,metro,Unchecked,
874,trail,metro,Unchecked,
879,trail,metro,Unchecked,
880,trail,metro,Unchecked,
882,trail,metro,Unchecked,
897,trail,metro,Unchecked,
903,trail,metro,Unchecked,
915,trail,metro,Unchecked,
925,trail,metro,Checked,2
928,trail,metro,Unchecked,
930,trail,metro,Checked,1
931,trail,metro,Unchecked,
932,trail,metro,Checked,1
940,trail,metro,Unchecked,
949,trail,metro,Checked,1
953,trail,metro,Checked,2
954,trail,metro,Unchecked,
955,trail,metro,Unchecked,
958,trail,metro,Unchecked,
961,trail,metro,Unchecked,
973,trail,metro,Unchecked,
978,trail,metro,Unchecked,
979,trail,metro,Unchecked,
980,trail,metro,Unchecked,
984,trail,metro,Unchecked,
987,trail,metro,Checked,1
993,trail,metro,Checked,18
1000,trail,metro,Checked,2
1001,trail,metro,Unchecked,
1008,trail,metro,Checked,1
1009,trail,metro,Unchecked,
1015,trail,metro,Unchecked,
1022,trail,metro,Checked,1
1037,trail,metro,Unchecked,
1052,trail,metro,Checked,1
1058,trail,metro,Unchecked,
1074,trail,metro,Unchecked,
1076,trail,metro,Checked,30
1095,trail,metro,Unchecked,
1098,trail,metro,Unchecked,
1105,trail,metro,Unchecked,
1108,trail,metro,Unchecked,
1109,trail,metro,Unchecked,
1117,trail,metro,Unchecked,
1123,trail,metro,Unchecked,
1128,trail,metro,Unchecked,
1131,trail,metro,Checked,1
1132,trail,metro,Unchecked,
1135,trail,metro,Checked,1
1136,trail,metro,Unchecked,
1145,trail,metro,Unchecked,
1147,trail,metro,Unchecked,
1153,trail,metro,Unchecked,
1160,trail,metro,Unchecked,
1163,trail,metro,Checked,5
1165,trail,metro,Unchecked,
1170,trail,metro,Unchecked,
1171,trail,metro,Unchecked,
1172,trail,metro,Unchecked,
1174,trail,metro,Unchecked,
1184,trail,metro,Checked,3
1188,trail,metro,Unchecked,
1190,trail,metro,Unchecked,
1195,trail,metro,Unchecked,
1217,trail,metro,Checked,120
1220,trail,metro,Unchecked,
1221,trail,metro,Unchecked,
1224,trail,metro,Unchecked,
1226,trail,metro,Unchecked,
1228,trail,metro,Unchecked,
1236,trail,metro,Checked,15
1239,trail,metro,Checked,1
1244,trail,metro,Unchecked,
1248,trail,metro,Unchecked,
1250,trail,metro,Checked,1
1257,trail,metro,Unchecked,
1262,trail,metro,Checked,4
1279,trail,metro,Unchecked,
1280,trail,metro,Unchecked,
1283,trail,metro,Unchecked,
1297,trail,metro,Unchecked,
1302,trail,metro,Unchecked,
1306,trail,metro,Checked,2
1307,trail,metro,Unchecked,
1308,trail,metro,Checked,10
1309,trail,metro,Unchecked,
1316,trail,metro,Unchecked,
1320,trail,metro,Unchecked,
1321,trail,metro,Unchecked,
1323,trail,metro,Unchecked,
1327,trail,metro,Unchecked,
1330,trail,metro,Unchecked,
1331,trail,metro,Checked,1
1333,trail,metro,Unchecked,
1337,trail,metro,Unchecked,
1339,trail,metro,Unchecked,
1340,trail,metro,Unchecked,
1345,trail,metro,Checked,120621
1351,trail,metro,Unchecked,
1353,trail,metro,Unchecked,
1354,trail,metro,Unchecked,
1358,trail,metro,Unchecked,
1361,trail,metro,Checked,75
1363,trail,metro,Checked,20
1370,trail,metro,Unchecked,
1371,trail,metro,Unchecked,
1375,trail,metro,Unchecked,
1377,trail,metro,Unchecked,
1381,trail,metro,Unchecked,
1383,trail,metro,Checked,12
1387,trail,metro,Unchecked,
1390,trail,metro,Unchecked,
1392,trail,metro,Checked,2
1394,trail,metro,Unchecked,
1396,trail,metro,Unchecked,
1411,trail,metro,Unchecked,
1414,trail,metro,Unchecked,
1418,trail,metro,Unchecked,
1423,trail,metro,Unchecked,
1426,trail,metro,Unchecked,
1429,trail,metro,Unchecked,
1432,trail,metro,Unchecked,
1433,trail,metro,Unchecked,
1439,trail,metro,Unchecked,
1443,trail,metro,Unchecked,
1447,trail,metro,Unchecked,
1450,trail,metro,Checked,0
1454,trail,metro,Checked,5
1470,trail,metro,Checked,10
107,trail,n platte,Unchecked,
108,trail,n platte,Unchecked,
110,trail,n platte,Unchecked,
113,trail,n platte,Unchecked,
119,trail,n platte,Unchecked,
127,trail,n platte,Unchecked,
129,trail,n platte,Unchecked,
131,trail,n platte,Checked,30
140,trail,n platte,Unchecked,
152,trail,n platte,Unchecked,
157,trail,n platte,Checked,1
159,trail,n platte,Unchecked,
161,trail,n platte,Unchecked,
168,trail,n platte,Unchecked,
169,trail,n platte,Unchecked,
190,trail,n platte,Unchecked,
193,trail,n platte,Unchecked,
203,trail,n platte,Unchecked,
213,trail,n platte,Unchecked,
214,trail,n platte,Unchecked,
217,trail,n platte,Unchecked,
220,trail,n platte,Checked,2
221,trail,n platte,Unchecked,
228,trail,n platte,Checked,2
232,trail,n platte,Unchecked,
236,trail,n platte,Unchecked,
238,trail,n platte,Unchecked,
240,trail,n platte,Unchecked,
242,trail,n platte,Unchecked,
243,trail,n platte,Unchecked,
245,trail,n platte,Unchecked,
246,trail,n platte,Unchecked,
249,trail,n platte,Unchecked,
252,trail,n platte,Unchecked,
257,trail,n platte,Unchecked,
262,trail,n platte,Unchecked,
267,trail,n platte,Checked,1
270,trail,n platte,Unchecked,
271,trail,n platte,Unchecked,
272,trail,n platte,Unchecked,
273,trail,n platte,Unchecked,
275,trail,n platte,Unchecked,
276,trail,n platte,Unchecked,
279,trail,n platte,Unchecked,
289,trail,n platte,Unchecked,
295,trail,n platte,Unchecked,
299,trail,n platte,Unchecked,
304,trail,n platte,Unchecked,
305,trail,n platte,Unchecked,
306,trail,n platte,Unchecked,
308,trail,n platte,Unchecked,
309,trail,n platte,Checked,
320,trail,n platte,Checked,45
331,trail,n platte,Unchecked,
334,trail,n platte,Unchecked,
343,trail,n platte,Unchecked,
347,trail,n platte,Unchecked,
353,trail,n platte,Unchecked,
357,trail,n platte,Unchecked,
358,trail,n platte,Unchecked,
361,trail,n platte,Unchecked,
370,trail,n platte,Unchecked,
382,trail,n platte,Unchecked,
386,trail,n platte,Unchecked,
388,trail,n platte,Unchecked,
389,trail,n platte,Unchecked,
393,trail,n platte,Checked,5
394,trail,n platte,Unchecked,
406,trail,n platte,Unchecked,
408,trail,n platte,Unchecked,
411,trail,n platte,Unchecked,
426,trail,n platte,Unchecked,
430,trail,n platte,Unchecked,
438,trail,n platte,Unchecked,
445,trail,n platte,Unchecked,
447,trail,n platte,Unchecked,
452,trail,n platte,Unchecked,
464,trail,n platte,Unchecked,
469,trail,n platte,Unchecked,
472,trail,n platte,Unchecked,
484,trail,n platte,Unchecked,
485,trail,n platte,Unchecked,
496,trail,n platte,Unchecked,
499,trail,n platte,Unchecked,
500,trail,n platte,Unchecked,
508,trail,n platte,Unchecked,
511,trail,n platte,Unchecked,
512,trail,n platte,Unchecked,
515,trail,n platte,Unchecked,
521,trail,n platte,Unchecked,
529,trail,n platte,Unchecked,
532,trail,n platte,Unchecked,
549,trail,n platte,Unchecked,
551,trail,n platte,Unchecked,
553,trail,n platte,Unchecked,
554,trail,n platte,Unchecked,
555,trail,n platte,Checked,0
561,trail,n platte,Unchecked,
564,trail,n platte,Unchecked,
568,trail,n platte,Unchecked,
574,trail,n platte,Unchecked,
579,trail,n platte,Unchecked,
582,trail,n platte,Unchecked,
583,trail,n platte,Unchecked,
587,trail,n platte,Unchecked,
589,trail,n platte,Checked,15
590,trail,n platte,Checked,0
591,trail,n platte,Checked,10
597,trail,n platte,Unchecked,
604,trail,n platte,Unchecked,
606,trail,n platte,Checked,0
616,trail,n platte,Checked,10
617,trail,n platte,Unchecked,
618,trail,n platte,Unchecked,
624,trail,n platte,Checked,2
630,trail,n platte,Unchecked,
631,trail,n platte,Unchecked,
632,trail,n platte,Unchecked,
633,trail,n platte,Unchecked,
634,trail,n platte,Unchecked,
647,trail,n platte,Unchecked,
651,trail,n platte,Unchecked,
652,trail,n platte,Unchecked,
654,trail,n platte,Unchecked,
655,trail,n platte,Unchecked,
665,trail,n platte,Unchecked,
666,trail,n platte,Unchecked,
667,trail,n platte,Unchecked,
669,trail,n platte,Unchecked,
673,trail,n platte,Unchecked,
675,trail,n platte,Unchecked,
676,trail,n platte,Unchecked,
682,trail,n platte,Unchecked,
684,trail,n platte,Unchecked,
685,trail,n platte,Unchecked,
692,trail,n platte,Unchecked,
698,trail,n platte,Unchecked,
700,trail,n platte,Checked,4
702,trail,n platte,Unchecked,
704,trail,n platte,Unchecked,
705,trail,n platte,Unchecked,
723,trail,n platte,Unchecked,
725,trail,n platte,Unchecked,
730,trail,n platte,Unchecked,
731,trail,n platte,Unchecked,
732,trail,n platte,Unchecked,
737,trail,n platte,Unchecked,
738,trail,n platte,Unchecked,
742,trail,n platte,Unchecked,
745,trail,n platte,Unchecked,
746,trail,n platte,Unchecked,
748,trail,n platte,Unchecked,
756,trail,n platte,Unchecked,
757,trail,n platte,Unchecked,
758,trail,n platte,Unchecked,
761,trail,n platte,Unchecked,
763,trail,n platte,Checked,1
765,trail,n platte,Unchecked,
768,trail,n platte,Unchecked,
790,trail,n platte,Unchecked,
794,trail,n platte,Unchecked,
798,trail,n platte,Unchecked,
801,trail,n platte,Unchecked,
802,trail,n platte,Unchecked,
807,trail,n platte,Unchecked,
808,trail,n platte,Checked,1
809,trail,n platte,Unchecked,
810,trail,n platte,Unchecked,
811,trail,n platte,Unchecked,
815,trail,n platte,Checked,2
831,trail,n platte,Unchecked,
832,trail,n platte,Unchecked,
834,trail,n platte,Unchecked,
837,trail,n platte,Unchecked,
851,trail,n platte,Unchecked,
853,trail,n platte,Unchecked,
856,trail,n platte,Unchecked,
858,trail,n platte,Unchecked,
861,trail,n platte,Unchecked,
873,trail,n platte,Unchecked,
874,trail,n platte,Unchecked,
879,trail,n platte,Unchecked,
880,trail,n platte,Unchecked,
882,trail,n platte,Unchecked,
897,trail,n platte,Unchecked,
903,trail,n platte,Checked,10
915,trail,n platte,Unchecked,
925,trail,n platte,Unchecked,
928,trail,n platte,Checked,3
930,trail,n platte,Unchecked,
931,trail,n platte,Unchecked,
932,trail,n platte,Unchecked,
940,trail,n platte,Unchecked,
949,trail,n platte,Checked,2
953,trail,n platte,Unchecked,
954,trail,n platte,Unchecked,
955,trail,n platte,Checked,20
958,trail,n platte,Unchecked,
961,trail,n platte,Checked,1
973,trail,n platte,Checked,5
978,trail,n platte,Checked,3
979,trail,n platte,Checked,2
980,trail,n platte,Checked,3
984,trail,n platte,Unchecked,
987,trail,n platte,Unchecked,
993,trail,n platte,Unchecked,
1000,trail,n platte,Unchecked,
1001,trail,n platte,Unchecked,
1008,trail,n platte,Unchecked,
1009,trail,n platte,Unchecked,
1015,trail,n platte,Checked,2
1022,trail,n platte,Checked,2
1037,trail,n platte,Unchecked,
1052,trail,n platte,Unchecked,
1058,trail,n platte,Unchecked,
1074,trail,n platte,Unchecked,
1076,trail,n platte,Unchecked,
1095,trail,n platte,Unchecked,
1098,trail,n platte,Unchecked,
1105,trail,n platte,Checked,1
1108,trail,n platte,Unchecked,
1109,trail,n platte,Unchecked,
1117,trail,n platte,Unchecked,
1123,trail,n platte,Unchecked,
1128,trail,n platte,Unchecked,
1131,trail,n platte,Checked,0
1132,trail,n platte,Unchecked,
1135,trail,n platte,Unchecked,
1136,trail,n platte,Unchecked,
1145,trail,n platte,Unchecked,
1147,trail,n platte,Unchecked,
1153,trail,n platte,Unchecked,
1160,trail,n platte,Unchecked,
1163,trail,n platte,Checked,2
1165,trail,n platte,Unchecked,
1170,trail,n platte,Unchecked,
1171,trail,n platte,Unchecked,
1172,trail,n platte,Unchecked,
1174,trail,n platte,Unchecked,
1184,trail,n platte,Unchecked,
1188,trail,n platte,Checked,1
1190,trail,n platte,Unchecked,
1195,trail,n platte,Unchecked,
1217,trail,n platte,Unchecked,
1220,trail,n platte,Unchecked,
1221,trail,n platte,Unchecked,
1224,trail,n platte,Unchecked,
1226,trail,n platte,Unchecked,
1228,trail,n platte,Unchecked,
1236,trail,n platte,Unchecked,
1239,trail,n platte,Unchecked,
1244,trail,n platte,Unchecked,
1248,trail,n platte,Unchecked,
1250,trail,n platte,Unchecked,
1257,trail,n platte,Unchecked,
1262,trail,n platte,Unchecked,
1279,trail,n platte,Checked,7
1280,trail,n platte,Unchecked,
1283,trail,n platte,Unchecked,
1297,trail,n platte,Checked,365
1302,trail,n platte,Unchecked,
1306,trail,n platte,Unchecked,
1307,trail,n platte,Checked,5
1308,trail,n platte,Unchecked,
1309,trail,n platte,Unchecked,
1316,trail,n platte,Unchecked,
1320,trail,n platte,Unchecked,
1321,trail,n platte,Unchecked,
1323,trail,n platte,Unchecked,
1327,trail,n platte,Unchecked,
1330,trail,n platte,Unchecked,
1331,trail,n platte,Unchecked,
1333,trail,n platte,Unchecked,
1337,trail,n platte,Checked,2
1339,trail,n platte,Unchecked,
1340,trail,n platte,Unchecked,
1345,trail,n platte,Unchecked,
1351,trail,n platte,Unchecked,
1353,trail,n platte,Unchecked,
1354,trail,n platte,Unchecked,
1358,trail,n platte,Unchecked,
1361,trail,n platte,Unchecked,
1363,trail,n platte,Unchecked,
1370,trail,n platte,Unchecked,
1371,trail,n platte,Unchecked,
1375,trail,n platte,Checked,
1377,trail,n platte,Unchecked,
1381,trail,n platte,Unchecked,
1383,trail,n platte,Unchecked,
1387,trail,n platte,Unchecked,
1390,trail,n platte,Unchecked,
